Site_Name,Longitude(decimal_degrees),Latitude(decimal_degrees),Elevation(meters),Land_Sea_Mask,Topographic_Altitude,Solar_Zenith_Angle,Sensor_Zenith_MODIS_Terra,Scattering_Angle_MODIS_Terra,AOD_AllQA_550_MODIS_Terra_Mean,AOD_AllQA_550_MODIS_Terra_STD,AOD_AllQA_550_MODIS_Terra_Pixels,AOD_FilteredQA_550_MODIS_Terra_Mean,AOD_FilteredQA_550_MODIS_Terra_STD,AOD_FilteredQA_550_MODIS_Terra_Pixels,Sensor_Zenith_VIIRS_SNPP,Scattering_Angle_VIIRS_SNPP,AOD_AllQA_550_VIIRS_SNPP_Mean,AOD_AllQA_550_VIIRS_SNPP_STD,AOD_AllQA_550_VIIRS_SNPP_Pixels,AOD_FilteredQA_550_VIIRS_SNPP_Mean,AOD_FilteredQA_550_VIIRS_SNPP_STD,AOD_FilteredQA_550_VIIRS_SNPP_Pixels,Sensor_Zenith_AHI_H08,Scattering_Angle_AHI_H08,AOD_AllQA_550_AHI_H08_Mean,AOD_AllQA_550_AHI_H08_STD,AOD_AllQA_550_AHI_H08_Pixels,AOD_FilteredQA_550_AHI_H08_Mean,AOD_FilteredQA_550_AHI_H08_STD,AOD_FilteredQA_550_AHI_H08_Pixels,Sensor_Zenith_MODIS_Aqua,Scattering_Angle_MODIS_Aqua,AOD_AllQA_550_MODIS_Aqua_Mean,AOD_AllQA_550_MODIS_Aqua_STD,AOD_AllQA_550_MODIS_Aqua_Pixels,AOD_FilteredQA_550_MODIS_Aqua_Mean,AOD_FilteredQA_550_MODIS_Aqua_STD,AOD_FilteredQA_550_MODIS_Aqua_Pixels,Sensor_Zenith_ABI_G16,Scattering_Angle_ABI_G16,AOD_AllQA_550_ABI_G16_Mean,AOD_AllQA_550_ABI_G16_STD,AOD_AllQA_550_ABI_G16_Pixels,AOD_FilteredQA_550_ABI_G16_Mean,AOD_FilteredQA_550_ABI_G16_STD,AOD_FilteredQA_550_ABI_G16_Pixels,Sensor_Zenith_ABI_G17,Scattering_Angle_ABI_G17,AOD_AllQA_550_ABI_G17_Mean,AOD_AllQA_550_ABI_G17_STD,AOD_AllQA_550_ABI_G17_Pixels,AOD_FilteredQA_550_ABI_G17_Mean,AOD_FilteredQA_550_ABI_G17_STD,AOD_FilteredQA_550_ABI_G17_Pixels,Sensor_Zenith_AHI_H09,Scattering_Angle_AHI_H09,AOD_AllQA_550_AHI_H09_Mean,AOD_AllQA_550_AHI_H09_STD,AOD_AllQA_550_AHI_H09_Pixels,AOD_FilteredQA_550_AHI_H09_Mean,AOD_FilteredQA_550_AHI_H09_STD,AOD_FilteredQA_550_AHI_H09_Pixels,Sensor_Zenith_VIIRS_NOAA20,Scattering_Angle_VIIRS_NOAA20,AOD_AllQA_550_VIIRS_NOAA20_Mean,AOD_AllQA_550_VIIRS_NOAA20_STD,AOD_AllQA_550_VIIRS_NOAA20_Pixels,AOD_FilteredQA_550_VIIRS_NOAA20_Mean,AOD_FilteredQA_550_VIIRS_NOAA20_STD,AOD_FilteredQA_550_VIIRS_NOAA20_Pixels,AOD_AllQA_550_LEOGEO_Mean,AOD_AllQA_550_LEOGEO_STD,AOD_AllQA_550_LEOGEO_TotalPixels,AOD_AllQA_550_LEOGEO_SensorWeighting,AOD_AllQA_550_LEOGEO_NumberOfSensors,AOD_FilteredQA_550_LEOGEO_Mean,AOD_FilteredQA_550_LEOGEO_STD,AOD_FilteredQA_550_LEOGEO_TotalPixels,AOD_FilteredQA_550_LEOGEO_SensorWeighting,AOD_FilteredQA_550_LEOGEO_NumberOfSensors,netCDF_lat,netCDF_lon,NGP_lat,NGP_lon
Baengnyeong,124.630278,37.966111,136.0,1,36.852173,118.122646484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,47.28,94.65,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.625,-148.875,511,1218
Red_River_Delta,106.1277,20.72853,4.0,1,4.733333,131.01046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,46.04,96.51,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-84.875,-153.375,442,1144
Huelva,-6.5687,37.0163,25.0,1,53.39446,127.34412109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,82.74,131.9,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.625,178.625,508,693
Brisbane-Uni_of_QLD,153.013611,-27.497083,42.0,1,9.583162,71.18001953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,81.99,151.84,-9999.0,-9999.0,0,-9999.0,-9999.0,0,34.96,86.5,0.185,0.007,3,0.185,0.007,3,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,0.185,0.0,3,[-9999     0 -9999     0     0     0 -9999     1],1,0.185,0.0,3,[-9999     0 -9999     0     0     0 -9999     1],1,83.375,-141.625,250,1332
Sable_Island,-60.01,43.933,3.0,1,6.0588236,90.613447265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,52.96,126.95,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-79.125,165.125,535,479
LSU,-91.183883,30.406778,15.0,1,7.826667,63.5664013671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,39.67,122.3,0.106,0.009000000000000001,12,0.105,0.01,9,61.02,157.33,0.064,0.01,6,0.063,0.01,5,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,0.085,0.021,18,[-9999     0 -9999     0     1     1 -9999     0],2,0.084,0.021,14,[-9999     0 -9999     0     1     1 -9999     0],2,-82.375,157.375,481,355
CalTech,-118.126167,34.13673,260.0,1,355.9711,57.8583935546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,31.13,103.26,-9999.0,-9999.0,0,-9999.0,-9999.0,0,60.72,119.57000000000001,-9999.0,-9999.0,0,-9999.0,-9999.0,0,44.71,159.66,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,5.0,119.11,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-81.375,150.625,496,247
Bach_Long_Vy,107.733339,20.133321,5.0,1,18.6,129.5262890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,44.34,96.31,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-84.875,-153.125,440,1150
Yuma,-114.58278,32.644138,63.0,1,50.795555,56.97119140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,9.26,116.68,-9999.0,-9999.0,0,-9999.0,-9999.0,0,57.14,119.74000000000001,-9999.0,-9999.0,0,-9999.0,-9999.0,0,45.2,159.21,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,16.31,128.38,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-81.875,151.625,490,261
CUT-TEPAK,33.04275,34.674806,22.0,1,96.86017,159.124814453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-81.375,-171.625,498,852
McClellan_AFB,-121.399444,38.667777,20.0,1,21.63,61.9710791015625,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,39.97,95.22,-9999.0,-9999.0,0,-9999.0,-9999.0,0,65.77,119.83,-9999.0,-9999.0,0,-9999.0,-9999.0,0,47.88,160.48,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,16.490000000000002,109.92,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.375,149.875,514,234
Tiksi,128.921417,71.586917,17.0,1,41.79832,116.36546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-72.125,-147.875,646,1235
Dushanbe,68.857911,38.553264,821.0,1,1308.1045,159.494931640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.375,-162.875,514,995
Appalachian_State,-81.6938,36.2146,1080.0,1,800.08,73.06732421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,42.72,124.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,71.44,157.74,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.875,159.875,504,393
Aubiere_LAMP,3.111072,45.76096,423.0,1,414.9989,133.917998046875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-78.625,-179.125,543,732
Frioul,5.293333,43.266111,40.0,1,200.1744,135.998349609375,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-79.125,-178.625,533,741
Manus,147.425,-2.06,4.0,1,5.154321,85.24716796875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,8.28,88.9,0.06,0.09,4,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,0.06,0.0,4,[-9999     0 -9999     0     0     0 -9999     1],1,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,89.625,-143.125,351,1309
ARM_Darwin,130.891,-12.425,29.9,1,1.5748503,96.097646484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,18.55,90.87,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,87.125,-147.375,310,1243
CLUJ_UBB,23.551389,46.768333,405.0,1,406.4,146.502705078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-78.375,-174.125,547,814
Lugansk,39.36472,48.5704,90.0,1,102.28,152.280400390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-77.875,-170.125,554,877
DRAGON_CHASE,-77.080002,38.978612,120.0,1,74.34111,77.530107421875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,45.28,124.75,-9999.0,-9999.0,0,-9999.0,-9999.0,0,76.13,158.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.375,160.875,515,411
DRAGON_RCKMD,-77.09622,39.06556,100.0,1,132.90555,77.703935546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,45.51,124.76,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.125,160.875,516,411
DRAGON_OLNES,-77.068267,39.149148,180.0,1,132.90555,77.703935546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,45.51,124.76,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.125,160.875,516,411
DRAGON_SPBRK,-77.0058,39.0581,110.0,1,132.90555,77.703935546875,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,45.51,124.76,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.125,160.875,516,411
DRAGON_TKMPR,-76.997222,38.995278,90.0,1,47.63,77.6702587890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,45.28,124.78,-9999.0,-9999.0,0,-9999.0,-9999.0,0,76.44,158.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.375,161.125,515,412
DRAGON_CLLGP,-76.9086,38.9911,65.0,1,47.63,77.6702587890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,45.28,124.78,-9999.0,-9999.0,0,-9999.0,-9999.0,0,76.44,158.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-9999.0,-9999.0,0,[-9999     0 -9999     0     0     0 -9999     0],0,-80.375,161.125,515,412
